t,x,y,v,
0.0000,0.0019,0.3255,
0.0334,0.0030,0.3247,0.0655
0.0667,0.0062,0.3246,0.1041
0.1001,0.0099,0.3236,0.1326
0.1335,0.0149,0.3228,0.1740
0.1669,0.0214,0.3220,0.2022
0.2002,0.0282,0.3206,0.2371
0.2336,0.0370,0.3198,0.2722
0.2670,0.0461,0.3179,0.2930
0.3004,0.0563,0.3165,0.3376
0.3337,0.0684,0.3145,0.3714
0.3671,0.0807,0.3121,0.4067
0.4005,0.0951,0.3098,0.4649
0.4339,0.1113,0.3070,0.5060
0.4672,0.1283,0.3035,0.5474
0.5006,0.1470,0.2993,0.6018
0.5340,0.1674,0.2941,0.6505
0.5673,0.1889,0.2878,0.7149
0.6007,0.2128,0.2797,0.7968
0.6341,0.2389,0.2699,0.8713
0.6675,0.2671,0.2588,0.9515
0.7008,0.2981,0.2466,1.0319
0.7342,0.3312,0.2333,1.1138
0.7676,0.3673,0.2194,1.1770
0.8010,0.4050,0.2063,1.2491
0.8343,0.4472,0.1958,1.3098
0.8677,0.4909,0.1905,1.3206
0.9011,0.5352,0.1903,1.3076
0.9345,0.5781,0.1950,1.2844
0.9678,0.6199,0.2031,1.2366
1.0012,0.6580,0.2155,1.1649
1.0346,0.6936,0.2280,1.0963
1.0680,0.7273,0.2391,1.0248
1.1013,0.7592,0.2474,0.9725
1.1347,0.7908,0.2522,0.9365
1.1681,0.8211,0.2557,0.9082
1.2014,0.8512,0.2572,0.8977
1.2348,0.8810,0.2566,0.9019
1.2682,0.9113,0.2537,0.9241
1.3016,0.9422,0.2485,0.9660
1.3349,0.9743,0.2392,1.0388
1.3683,1.0082,0.2271,1.1144
1.4017,1.0436,0.2123,1.1992
1.4351,1.0819,0.1960,1.2661
1.4684,1.1223,0.1816,1.3191
1.5018,1.1647,0.1661,1.3807
1.5352,1.2111,0.1571,1.4304
1.5686,1.2588,0.1503,1.4541
1.6019,1.3073,0.1442,1.5271
1.6353,1.3598,0.1364,
