t,x,y,v,
0.0000,0.0077,0.3236,
0.0334,0.0077,0.3229,0.0352
0.0667,0.0099,0.3229,0.0752
0.1001,0.0127,0.3220,0.1012
0.1335,0.0164,0.3210,0.1323
0.1669,0.0213,0.3203,0.1655
0.2002,0.0273,0.3193,0.1965
0.2336,0.0343,0.3187,0.2396
0.2670,0.0432,0.3176,0.2689
0.3003,0.0521,0.3162,0.2985
0.3337,0.0629,0.3142,0.3458
0.3671,0.0749,0.3126,0.3710
0.4005,0.0873,0.3101,0.4036
0.4338,0.1014,0.3076,0.4388
0.4672,0.1160,0.3046,0.4951
0.5006,0.1337,0.3010,0.5564
0.5340,0.1523,0.2966,0.5893
0.5673,0.1718,0.2911,0.6547
0.6007,0.1942,0.2841,0.7275
0.6341,0.2178,0.2755,0.7913
0.6674,0.2437,0.2658,0.8781
0.7008,0.2724,0.2543,0.9558
0.7342,0.3026,0.2414,1.0385
0.7676,0.3366,0.2281,1.1220
0.8009,0.3727,0.2150,1.1857
0.8343,0.4111,0.2015,1.2577
0.8677,0.4536,0.1925,1.3070
0.9010,0.4973,0.1885,1.3188
0.9344,0.5415,0.1887,1.3035
0.9678,0.5842,0.1936,1.2720
1.0012,0.6253,0.2029,1.2278
1.0345,0.6633,0.2155,1.1507
1.0679,0.6980,0.2276,1.0759
1.1013,0.7313,0.2384,1.0129
1.1347,0.7630,0.2461,0.9660
1.1680,0.7946,0.2508,0.9269
1.2014,0.8244,0.2542,0.8935
1.2348,0.8540,0.2555,0.8852
1.2681,0.8834,0.2550,0.8922
1.3015,0.9135,0.2520,0.9123
1.3349,0.9438,0.2468,0.9565
1.3683,0.9756,0.2375,1.0246
1.4016,1.0087,0.2255,1.0990
1.4350,1.0437,0.2104,1.1767
1.4684,1.0807,0.1941,1.2519
1.5017,1.1211,0.1787,1.3339
1.5351,1.1650,0.1654,1.3963
1.5685,1.2114,0.1557,1.4404
1.6019,1.2598,0.1486,1.4809
1.6352,1.3094,0.1419,1.5592
1.6686,1.3629,0.1349,
