t,x,y,v,
0.0000,0.0000,0.3166,
0.0334,0.0020,0.3162,0.0708
0.0667,0.0046,0.3154,0.1008
0.1001,0.0085,0.3148,0.1399
0.1335,0.0138,0.3138,0.1751
0.1669,0.0201,0.3133,0.2137
0.2002,0.0279,0.3122,0.2452
0.2336,0.0363,0.3107,0.2655
0.2670,0.0454,0.3093,0.3081
0.3003,0.0567,0.3079,0.3418
0.3337,0.0679,0.3055,0.3768
0.3671,0.0814,0.3037,0.4231
0.4005,0.0958,0.3012,0.4522
0.4338,0.1111,0.2979,0.4917
0.4672,0.1280,0.2949,0.5496
0.5006,0.1470,0.2905,0.6075
0.5340,0.1674,0.2853,0.6566
0.5673,0.1892,0.2788,0.7120
0.6007,0.2126,0.2705,0.8045
0.6341,0.2397,0.2606,0.8938
0.6674,0.2685,0.2497,0.9617
0.7008,0.2995,0.2372,1.0385
0.7342,0.3327,0.2237,1.1189
0.7676,0.3691,0.2099,1.1896
0.8009,0.4074,0.1964,1.2542
0.8343,0.4496,0.1868,1.3048
0.8677,0.4933,0.1823,1.3224
0.9010,0.5377,0.1822,1.3022
0.9344,0.5801,0.1870,1.2795
0.9678,0.6220,0.1956,1.2340
1.0012,0.6598,0.2078,1.1541
1.0345,0.6949,0.2204,1.0889
1.0679,0.7286,0.2311,1.0207
1.1013,0.7603,0.2394,0.9629
1.1346,0.7916,0.2439,0.9294
1.1680,0.8219,0.2473,0.9016
1.2014,0.8516,0.2485,0.8946
1.2348,0.8816,0.2479,0.9012
1.2681,0.9116,0.2449,0.9231
1.3015,0.9426,0.2395,0.9653
1.3349,0.9744,0.2305,1.0280
1.3682,1.0076,0.2178,1.1060
1.4016,1.0426,0.2023,1.1873
1.4350,1.0807,0.1867,1.2693
1.4684,1.1214,0.1710,1.3543
1.5017,1.1661,0.1573,1.4184
1.5351,1.2130,0.1471,1.4576
1.5685,1.2619,0.1405,1.4914
1.6019,1.3116,0.1334,1.5482
1.6352,1.3644,0.1274,
