t,x,y,v,
0.0000,0.0019,0.3236,
0.0334,0.0034,0.3237,0.0494
0.0667,0.0052,0.3230,0.0850
0.1001,0.0090,0.3225,0.1167
0.1335,0.0129,0.3219,0.1428
0.1669,0.0184,0.3212,0.1890
0.2002,0.0254,0.3202,0.2174
0.2336,0.0327,0.3188,0.2632
0.2670,0.0427,0.3174,0.3018
0.3003,0.0527,0.3159,0.3206
0.3337,0.0639,0.3143,0.3532
0.3671,0.0759,0.3120,0.3835
0.4005,0.0890,0.3094,0.4338
0.4338,0.1044,0.3069,0.4897
0.4672,0.1211,0.3033,0.5252
0.5006,0.1386,0.2994,0.5742
0.5339,0.1585,0.2948,0.6342
0.5673,0.1796,0.2889,0.6902
0.6007,0.2025,0.2814,0.7623
0.6341,0.2276,0.2720,0.8401
0.6674,0.2549,0.2612,0.9179
0.7008,0.2846,0.2491,1.0005
0.7342,0.3170,0.2365,1.0785
0.7675,0.3514,0.2225,1.1548
0.8009,0.3888,0.2086,1.2339
0.8343,0.4296,0.1967,1.2973
0.8677,0.4732,0.1894,1.3286
0.9010,0.5178,0.1876,1.3351
0.9344,0.5623,0.1902,1.3077
0.9678,0.6046,0.1968,1.2623
1.0011,0.6445,0.2086,1.2063
1.0345,0.6812,0.2215,1.1277
1.0679,0.7155,0.2335,1.0603
1.1012,0.7487,0.2427,1.0033
1.1346,0.7807,0.2490,0.9563
1.1680,0.8117,0.2530,0.9278
1.2014,0.8423,0.2552,0.9111
1.2347,0.8725,0.2552,0.9092
1.2681,0.9030,0.2531,0.9245
1.3015,0.9339,0.2486,0.9617
1.3348,0.9659,0.2402,1.0250
1.3682,0.9992,0.2282,1.0976
1.4016,1.0342,0.2139,1.1731
1.4350,1.0712,0.1976,1.2601
1.4683,1.1118,0.1814,1.3306
1.5017,1.1549,0.1677,1.4002
1.5351,1.2018,0.1565,1.4549
1.5684,1.2502,0.1494,1.4803
1.6018,1.2997,0.1427,1.5691
1.6352,1.3541,0.1368,
