t,x,y,v,
0.0000,0.0058,0.3236,
0.0334,0.0072,0.3230,0.0795
0.0667,0.0110,0.3226,0.1179
0.1001,0.0150,0.3219,0.1467
0.1335,0.0207,0.3211,0.1919
0.1669,0.0277,0.3202,0.2404
0.2002,0.0366,0.3193,0.2712
0.2336,0.0456,0.3177,0.2871
0.2670,0.0555,0.3161,0.3245
0.3004,0.0670,0.3146,0.3646
0.3337,0.0796,0.3127,0.3980
0.3671,0.0933,0.3104,0.4316
0.4005,0.1079,0.3076,0.4677
0.4339,0.1239,0.3042,0.4981
0.4672,0.1404,0.3004,0.5482
0.5006,0.1594,0.2956,0.6132
0.5340,0.1799,0.2898,0.6689
0.5673,0.2021,0.2825,0.7435
0.6007,0.2266,0.2731,0.8197
0.6341,0.2529,0.2622,0.8934
0.6675,0.2818,0.2505,0.9836
0.7008,0.3138,0.2373,1.0621
0.7342,0.3477,0.2240,1.1403
0.7676,0.3849,0.2104,1.2219
0.8010,0.4250,0.1980,1.2723
0.8343,0.4674,0.1904,1.3075
0.8677,0.5116,0.1879,1.3238
0.9011,0.5558,0.1896,1.3034
0.9345,0.5983,0.1958,1.2661
0.9678,0.6385,0.2068,1.2113
1.0012,0.6754,0.2197,1.1315
1.0346,0.7096,0.2320,1.0567
1.0680,0.7424,0.2418,0.9882
1.1013,0.7734,0.2488,0.9410
1.1347,0.8042,0.2529,0.9106
1.1681,0.8338,0.2554,0.8921
1.2014,0.8637,0.2559,0.8957
1.2348,0.8936,0.2544,0.9009
1.2682,0.9236,0.2504,0.9238
1.3016,0.9544,0.2442,0.9806
1.3349,0.9867,0.2334,1.0567
1.3683,1.0206,0.2200,1.1284
1.4017,1.0564,0.2047,1.2101
1.4351,1.0948,0.1879,1.2905
1.4684,1.1366,0.1730,1.3573
1.5018,1.1813,0.1608,1.4162
1.5352,1.2288,0.1525,1.4636
1.5686,1.2779,0.1462,1.4762
1.6019,1.3265,0.1392,1.5400
1.6353,1.3792,0.1291,
