t,x,y,v,
0.0000,0.0058,0.3255,
0.0334,0.0057,0.3241,0.0427
0.0667,0.0074,0.3232,0.0686
0.1001,0.0100,0.3224,0.1083
0.1335,0.0145,0.3218,0.1436
0.1669,0.0195,0.3211,0.1662
0.2002,0.0255,0.3202,0.1878
0.2336,0.0318,0.3189,0.2230
0.2670,0.0402,0.3180,0.2635
0.3003,0.0492,0.3160,0.2987
0.3337,0.0598,0.3145,0.3504
0.3671,0.0724,0.3129,0.3956
0.4005,0.0860,0.3110,0.4242
0.4338,0.1002,0.3085,0.4488
0.4672,0.1154,0.3054,0.4985
0.5006,0.1330,0.3019,0.5640
0.5339,0.1522,0.2977,0.6122
0.5673,0.1726,0.2925,0.6582
0.6007,0.1945,0.2857,0.7145
0.6341,0.2178,0.2770,0.7940
0.6674,0.2440,0.2669,0.8843
0.7008,0.2721,0.2541,0.9596
0.7342,0.3032,0.2423,1.0362
0.7675,0.3368,0.2293,1.1235
0.8009,0.3731,0.2152,1.2011
0.8343,0.4120,0.2019,1.2606
0.8677,0.4542,0.1926,1.3030
0.9010,0.4980,0.1887,1.3279
0.9344,0.5427,0.1887,1.3131
0.9678,0.5855,0.1928,1.2771
1.0011,0.6268,0.2024,1.2336
1.0345,0.6646,0.2156,1.1609
1.0679,0.6998,0.2283,1.0899
1.1013,0.7333,0.2395,1.0156
1.1346,0.7649,0.2474,0.9670
1.1680,0.7967,0.2519,0.9319
1.2014,0.8266,0.2553,0.9001
1.2347,0.8566,0.2564,0.8939
1.2681,0.8862,0.2557,0.9011
1.3015,0.9166,0.2522,0.9273
1.3349,0.9474,0.2464,0.9716
1.3682,0.9793,0.2359,1.0368
1.4016,1.0127,0.2236,1.1107
1.4350,1.0482,0.2085,1.1952
1.4683,1.0861,0.1925,1.2802
1.5017,1.1277,0.1768,1.3550
1.5351,1.1719,0.1632,1.4163
1.5685,1.2195,0.1542,1.4652
1.6018,1.2683,0.1473,1.5017
1.6352,1.3187,0.1406,1.4895
1.6686,1.3670,0.1351,
