t,x,y,v,
0.0000,0.0000,0.3008,
0.0334,0.0004,0.3007,0.0879
0.0667,0.0055,0.2989,0.1454
0.1001,0.0098,0.2981,0.1372
0.1335,0.0147,0.2982,0.1886
0.1669,0.0223,0.2971,0.2433
0.2002,0.0307,0.2957,0.2624
0.2336,0.0396,0.2943,0.2875
0.2670,0.0496,0.2923,0.3277
0.3004,0.0612,0.2911,0.3566
0.3337,0.0732,0.2888,0.3904
0.3671,0.0868,0.2861,0.4238
0.4005,0.1010,0.2836,0.4540
0.4339,0.1166,0.2804,0.4951
0.4672,0.1332,0.2764,0.5410
0.5006,0.1516,0.2719,0.5995
0.5340,0.1717,0.2655,0.6640
0.5673,0.1941,0.2592,0.7323
0.6007,0.2179,0.2495,0.8093
0.6341,0.2441,0.2387,0.8913
0.6675,0.2734,0.2281,0.9777
0.7008,0.3052,0.2155,1.0584
0.7342,0.3390,0.2016,1.1407
0.7676,0.3767,0.1895,1.2224
0.8010,0.4167,0.1769,1.2687
0.8343,0.4589,0.1694,1.3045
0.8677,0.5032,0.1668,1.3246
0.9011,0.5473,0.1683,1.3049
0.9345,0.5900,0.1738,1.2697
0.9678,0.6306,0.1842,1.2143
1.0012,0.6677,0.1966,1.1321
1.0346,0.7024,0.2076,1.0523
1.0680,0.7352,0.2162,0.9788
1.1013,0.7661,0.2220,0.9308
1.1347,0.7964,0.2266,0.8996
1.1681,0.8258,0.2289,0.8793
1.2014,0.8550,0.2296,0.8802
1.2348,0.8845,0.2287,0.8924
1.2682,0.9144,0.2250,0.9150
1.3016,0.9446,0.2180,0.9617
1.3349,0.9768,0.2102,1.0385
1.3683,1.0108,0.1976,1.1224
1.4017,1.0467,0.1832,1.2047
1.4351,1.0853,0.1669,1.2934
1.4684,1.1271,0.1514,1.3515
1.5018,1.1714,0.1402,1.4067
1.5352,1.2189,0.1317,1.4597
1.5686,1.2677,0.1256,1.4727
1.6019,1.3162,0.1184,1.5493
1.6353,1.3699,0.1097,
