,mass A,,,
t,x,y,v,
0.0000,0.0039,0.3236,
0.0334,0.0058,0.3227,0.0863
0.0667,0.0095,0.3228,0.1218
0.1001,0.0138,0.3220,0.1488
0.1335,0.0193,0.3209,0.1865
0.1669,0.0261,0.3200,0.2294
0.2002,0.0345,0.3192,0.2526
0.2336,0.0428,0.3177,0.2711
0.2670,0.0523,0.3159,0.3092
0.3004,0.0632,0.3143,0.3495
0.3337,0.0754,0.3126,0.3790
0.3671,0.0882,0.3102,0.4215
0.4005,0.1031,0.3077,0.4726
0.4339,0.1192,0.3043,0.5150
0.4672,0.1368,0.3007,0.5540
0.5006,0.1552,0.2961,0.6135
0.5340,0.1764,0.2905,0.6773
0.5673,0.1986,0.2834,0.7395
0.6007,0.2231,0.2744,0.8189
0.6341,0.2495,0.2635,0.8925
0.6675,0.2785,0.2526,0.9692
0.7008,0.3096,0.2396,1.0509
0.7342,0.3435,0.2262,1.1395
0.7676,0.3805,0.2122,1.2182
0.8010,0.4202,0.1993,1.2669
0.8343,0.4625,0.1913,1.3040
0.8677,0.5064,0.1876,1.3135
0.9011,0.5501,0.1890,1.3035
0.9345,0.5933,0.1941,1.2773
0.9678,0.6340,0.2045,1.2232
1.0012,0.6715,0.2175,1.1459
1.0346,0.7062,0.2299,1.0702
1.0680,0.7392,0.2402,1.0099
1.1013,0.7712,0.2474,0.9669
1.1347,0.8027,0.2517,0.9326
1.1681,0.8331,0.2546,0.9053
1.2014,0.8630,0.2553,0.9018
1.2348,0.8932,0.2538,0.9119
1.2682,0.9237,0.2500,0.9324
1.3016,0.9546,0.2436,0.9837
1.3349,0.9870,0.2329,1.0578
1.3683,1.0209,0.2192,1.1331
1.4017,1.0569,0.2039,1.2184
1.4351,1.0956,0.1871,1.2956
1.4684,1.1374,0.1723,1.3619
1.5018,1.1824,0.1601,1.4170
1.5352,1.2297,0.1520,1.4680
1.5686,1.2792,0.1452,1.4874
1.6019,1.3281,0.1380,1.5113
1.6353,1.3792,0.1310,
