,mass A,,,
t,x,y,v,
0.0000,0.0019,0.3236,
0.0334,0.0040,0.3238,0.0710
0.0667,0.0065,0.3225,0.0941
0.1001,0.0101,0.3222,0.1233
0.1335,0.0147,0.3211,0.1605
0.1669,0.0206,0.3202,0.2030
0.2002,0.0281,0.3193,0.2387
0.2336,0.0364,0.3178,0.2806
0.2670,0.0466,0.3167,0.3151
0.3004,0.0573,0.3151,0.3276
0.3337,0.0682,0.3129,0.3624
0.3671,0.0811,0.3109,0.4125
0.4005,0.0954,0.3084,0.4652
0.4338,0.1117,0.3056,0.4991
0.4672,0.1281,0.3020,0.5348
0.5006,0.1465,0.2978,0.5973
0.5340,0.1668,0.2927,0.6584
0.5673,0.1889,0.2860,0.7238
0.6007,0.2128,0.2779,0.7931
0.6341,0.2387,0.2680,0.8709
0.6675,0.2669,0.2566,0.9486
0.7008,0.2973,0.2440,1.0264
0.7342,0.3304,0.2309,1.1095
0.7676,0.3661,0.2167,1.1764
0.8009,0.4041,0.2036,1.2585
0.8343,0.4467,0.1935,1.3141
0.8677,0.4901,0.1881,1.3158
0.9011,0.5344,0.1880,1.3130
0.9344,0.5779,0.1926,1.2905
0.9678,0.6195,0.2006,1.2416
1.0012,0.6580,0.2130,1.1750
1.0346,0.6938,0.2259,1.0944
1.0679,0.7271,0.2370,1.0241
1.1013,0.7593,0.2453,0.9778
1.1347,0.7910,0.2503,0.9422
1.1680,0.8217,0.2537,0.9172
1.2014,0.8520,0.2552,0.9056
1.2348,0.8821,0.2544,0.9060
1.2682,0.9124,0.2515,0.9272
1.3015,0.9434,0.2459,0.9732
1.3349,0.9755,0.2365,1.0285
1.3683,1.0085,0.2241,1.0967
1.4017,1.0434,0.2092,1.1827
1.4350,1.0810,0.1930,1.2610
1.4684,1.1213,0.1773,1.3430
1.5018,1.1659,0.1645,1.4116
1.5351,1.2126,0.1543,1.4515
1.5685,1.2613,0.1473,1.4951
1.6019,1.3115,0.1405,1.5549
1.6353,1.3642,0.1344,
