,mass A,,,
t,x,y,v,
0.0000,0.0058,0.3255,
0.0334,0.0073,0.3249,0.0611
0.0667,0.0096,0.3242,0.0961
0.1001,0.0134,0.3231,0.1315
0.1335,0.0182,0.3224,0.1634
0.1669,0.0242,0.3214,0.2041
0.2002,0.0317,0.3204,0.2396
0.2336,0.0400,0.3190,0.2852
0.2670,0.0506,0.3177,0.3268
0.3003,0.0616,0.3161,0.3555
0.3337,0.0741,0.3145,0.3818
0.3671,0.0868,0.3122,0.4179
0.4005,0.1016,0.3098,0.4791
0.4338,0.1184,0.3069,0.5137
0.4672,0.1352,0.3031,0.5540
0.5006,0.1544,0.2986,0.6198
0.5340,0.1754,0.2931,0.6701
0.5673,0.1974,0.2865,0.7335
0.6007,0.2218,0.2777,0.8155
0.6341,0.2484,0.2675,0.8979
0.6674,0.2776,0.2562,0.9761
0.7008,0.3090,0.2436,1.0504
0.7342,0.3430,0.2305,1.1322
0.7676,0.3796,0.2168,1.2128
0.8009,0.4192,0.2037,1.2697
0.8343,0.4615,0.1949,1.3033
0.8677,0.5054,0.1913,1.3161
0.9010,0.5493,0.1922,1.3004
0.9344,0.5920,0.1973,1.2666
0.9678,0.6324,0.2076,1.2019
1.0012,0.6690,0.2197,1.1300
1.0345,0.7037,0.2322,1.0664
1.0679,0.7365,0.2424,0.9917
1.1013,0.7674,0.2500,0.9561
1.1347,0.7991,0.2544,0.9233
1.1680,0.8286,0.2574,0.8780
1.2014,0.8576,0.2582,0.8838
1.2348,0.8876,0.2570,0.9084
1.2681,0.9180,0.2535,0.9228
1.3015,0.9485,0.2477,0.9798
1.3349,0.9814,0.2375,1.0667
1.3683,1.0157,0.2245,1.1345
1.4016,1.0516,0.2092,1.2114
1.4350,1.0903,0.1932,1.2709
1.4684,1.1304,0.1777,1.3236
1.5017,1.1741,0.1648,1.3882
1.5351,1.2206,0.1561,1.4338
1.5685,1.2686,0.1499,1.4627
1.6019,1.3175,0.1437,1.5628
1.6352,1.3715,0.1329,
