,mass A,,,
t,x,y,v,
0.0000,0.0611,0.3415,
0.0334,0.0630,0.3412,0.0704
0.0667,0.0656,0.3403,0.1014
0.1001,0.0696,0.3397,0.1393
0.1335,0.0748,0.3387,0.1742
0.1669,0.0811,0.3382,0.2114
0.2002,0.0888,0.3371,0.2445
0.2336,0.0972,0.3356,0.2740
0.2670,0.1069,0.3349,0.3057
0.3003,0.1174,0.3330,0.3420
0.3337,0.1294,0.3311,0.3757
0.3671,0.1422,0.3293,0.4136
0.4005,0.1567,0.3266,0.4639
0.4338,0.1727,0.3237,0.5037
0.4672,0.1897,0.3203,0.5497
0.5006,0.2085,0.3159,0.6030
0.5340,0.2288,0.3108,0.6521
0.5673,0.2505,0.3043,0.7107
0.6007,0.2738,0.2959,0.7945
0.6341,0.3002,0.2858,0.8796
0.6674,0.3286,0.2748,0.9561
0.7008,0.3595,0.2624,1.0352
0.7342,0.3926,0.2488,1.1135
0.7676,0.4288,0.2351,1.1814
0.8009,0.4669,0.2221,1.2520
0.8343,0.5092,0.2126,1.3054
0.8677,0.5529,0.2083,1.3179
0.9010,0.5971,0.2080,1.2962
0.9344,0.6393,0.2125,1.2740
0.9678,0.6810,0.2217,1.2318
1.0012,0.7187,0.2339,1.1516
1.0345,0.7537,0.2465,1.0846
1.0679,0.7873,0.2572,1.0190
1.1013,0.8190,0.2654,0.9606
1.1346,0.8501,0.2699,0.9252
1.1680,0.8803,0.2732,0.8987
1.2014,0.9099,0.2744,0.8902
1.2348,0.9397,0.2739,0.8971
1.2681,0.9697,0.2708,0.9189
1.3015,1.0004,0.2654,0.9591
1.3349,1.0320,0.2563,1.0227
1.3682,1.0651,0.2438,1.0998
1.4016,1.0999,0.2285,1.1838
1.4350,1.1378,0.2125,1.2619
1.4684,1.1781,0.1969,1.3414
1.5017,1.2225,0.1837,1.4116
1.5351,1.2694,0.1735,1.4539
1.5685,1.3181,0.1670,1.4868
1.6019,1.3676,0.1598,1.5429
1.6352,1.4203,0.1539,
